average
5089.318805284511
5090.556480155025
5085.231786866333
5073.204957883666
5071.965282079959
5061.510805566729
5058.730532548369
5060.004666512999
5070.433273908304
5073.8499613481135
5074.911068443152
5069.441154821106
5065.272609185166
5051.042799449706
5100.571733441429
5089.959514807568
5063.109901105756
5137.500940496866
5116.491278989383
5107.418467191354
5106.344106923614
5100.412013512946
5113.385060689286
5093.357358188262
5083.0647326475455
5073.493734846312
5067.083098968563
5091.678164785267
5104.746290612623
5094.191657317036
5085.102910876371
5077.01048289845
5069.952267281067
5060.7733514158
5061.359639784693
5057.868383692991
5058.989955468301
5057.173152029714
5056.4082180038395
5062.030548269108
5054.241849977857
5052.013519865916
5040.423016416345
5029.15125129071
5063.481843658746
5092.288924865773
5097.399357783964
5114.926711541137
5126.716501857394
5107.255574338863
5119.387825679517
5112.638468943885
5102.805965405587
5086.009273270751
5078.417865210219
5081.2830074863405
5071.366737269599
5069.094737779003
5069.009160595571
5063.78576247939
5050.731992640267
5070.719043540161
5112.335870431555
5002.146199121887
5049.424471965417
5066.790976240724
5058.5046914026525
5059.454573175149
5052.344482855157
5050.660521238237
5051.973264721931
5054.277066535482
5049.218178597967
5040.778817796249
5041.8927101224535
5033.946481500236
5030.841306981319
5025.934515599565
5029.752182002426
5028.238783198775
5030.875957938982
5027.8144973845565
5027.912862139076
5019.05881206797
5018.739513432139
5015.318813701921
5014.671578236757
5017.95989153671
5001.882792890952
5008.45717054008
5011.154760193979
5010.611505197831
5007.4812031973115
5010.141973754988
5011.702272333577
5013.169705742327
5016.31507454336
5014.1716362687
5002.786849269355
4993.78945309186
4992.310100942038
4963.781331437749
4970.068659249293
4983.480663372146
4986.035955300959
4978.050694122524
4979.302181343061
4981.050642645437
4984.977855451958
4980.233051043136
4975.682379937034
4970.273270220257
5044.359097736251
5020.4071435659
4942.967173745089
5004.892621524153
4988.216632221797
4987.338701783304
4985.178597591338
4985.272804985852
4985.621546607134
4984.024580878272
4982.833101767188
4984.068208068096
4978.8425524399745
4981.7179388175855
4976.314129748945
4971.125191263639
4971.194702752695
4968.924327531255
4971.18294200117
4972.0686056116165
4973.408510310513
4971.164648926974
4976.659474301635
4973.588726781615
4969.041107067256
4972.063001589869
4976.318892807707
4991.680836306307
4976.400587905559
4980.036333571464
4978.075629256097
4984.437282266156
4992.964773944222
4998.493142318149
4994.525462820066
4988.946130769099
4990.059660734151
4981.783653131138
4975.6649895964265
4970.367083410768
4970.004447383621
4966.974859210199
4965.3285857244
4970.594117915211
4974.322901026973
4976.564459764234
4978.26262821406
4981.694363882661
4986.2487579521585
4985.4954611287585
4982.2137868173095
4981.514479717963
4973.595172159686
4971.674646142671
4994.084327613173
4977.354900993197
4984.563598496047
5002.6491644723
4999.077511697164
5000.213920638987
4992.710495175553
4987.9599855264005
4983.251843826421
4978.489125760145
4971.139628496133
4971.421108052666
4974.428283583563
4972.62064441384
4976.85945418087
4974.1288559721
4971.624340237328
4976.755289823196
4978.077801144699
4980.340857596392
4975.534634758192
4977.649066350515
4971.19403631768
4967.921109182726
4964.0272114731815
4958.215874261015
4950.1720624622585
4944.792912526166
4941.04237750607
4944.40451986847
4943.910639566871
4946.446867640899
4959.366454582105
4959.410873389426
