Impedance (Ohms)
6105.58402940814
6105.46595531094
6098.955158174429
6087.036482567743
6086.859209652217
6087.7042059003015
6079.216479533209
6092.815707476003
6106.204905766471
6123.61485679844
6126.0397709058125
6126.143759792602
6131.484118177656
6131.5657276209195
6208.904982224024
6232.896954187674
6147.87367923069
6249.591619072207
6219.552444618082
6196.836923731512
6176.394729089838
6183.717248719382
6163.841167676853
6171.358454146158
6137.743219710525
6125.7792283862345
6110.305198017975
6106.07610783517
6094.282838205929
6134.208733778671
6126.497424402498
6103.113372077659
6078.221245179563
6097.02207471192
6109.87634200546
6118.390604263457
6120.204599625173
6119.292225615322
6112.918110357333
6109.155760771318
6094.830196650629
6108.615897983327
6096.292651668767
6084.175827362287
6074.440585619119
6062.912110374022
6066.956842491865
6060.96039934979
6091.440814245849
6090.5088731828355
6076.8514114462905
6075.567793508878
6087.34166009258
6083.450243043905
6068.877924351499
6069.609706170206
6075.968257622933
6069.831226149524
6072.2027340609475
6081.923744835224
6067.873954737224
6089.559869535551
6171.974232983193
5990.388021875825
6057.370571323036
6075.204816532317
6052.546754290856
6052.384004330422
6066.533682820413
6065.637230978375
6066.169209125689
6062.189822093748
6055.293178097232
6047.6052667615595
6041.519180932178
6047.714921922456
6042.767020454676
6036.056938510711
6035.471944654801
6037.704738195959
6029.777225431155
6037.142654169059
6027.207479054868
6039.090354243653
6033.157246265305
6024.178859182335
6009.843662522065
6043.249003543919
6025.619090957869
6011.112103122601
6023.884172384405
6015.845978956762
6003.271998446164
6019.913462630737
6031.884700881378
6018.647569427031
6012.692913809718
6021.268568296279
6032.58353177221
6013.1312040407975
5996.786326286184
6003.929460143619
5967.468403057924
5970.918692324267
5970.3105745737885
5984.710069416837
5988.3178148485495
5999.507466086047
5981.881847837495
5982.600562232917
5979.432422733185
5985.898437509827
6040.040121808303
5897.5259148321575
5949.91249739345
6004.588577002299
5988.0986005664345
5978.43124803759
5985.799620584422
5986.030727212426
5997.0719719129465
5997.456152583701
5996.161263686213
5992.302196611664
5986.257557249421
6008.156003804813
5984.164181458931
5990.919675720952
5977.74997577282
5972.286600243905
5985.221557532124
5987.955992305659
5979.798895302625
5973.4432423368535
5972.791596070452
5979.401590337272
5966.3572152806555
5959.529885933317
5956.67813814255
5966.024905044142
5969.693993464156
5961.394956590118
5951.136405072741
5945.49944207911
5933.3838618406235
5935.790427427791
5944.690935370362
5939.41935197776
5944.622048405769
5934.36270787692
5915.652111138804
5927.663105810106
5926.453064732966
5923.997336215856
5930.379432844695
5922.348440822681
5918.70436665773
5931.899466798302
5923.155893513033
5939.90603014532
5932.545972807777
5964.620375023038
5984.864787098853
5988.987395196657
5988.641856655287
5960.893298289084
5997.5726670274125
5934.370509738412
5964.7611209385
5987.52640683837
5994.593197205253
6014.6400762251105
6029.9944906434575
6038.685806204703
6050.878255768641
6038.541082163429
6034.098948866497
6004.878063481179
6025.031921045072
6013.526507407539
6005.74275009146
5999.090433276115
5983.076730541911
5979.588990148134
5971.858039727952
5959.926232987885
5962.872782036835
5958.635933039718
5953.2215700646675
5948.657660957567
5962.80000213963
5945.584313819066
5943.180634757583
5942.162240786046
5939.270730790682
5945.456047130781
5942.183970589741
5932.046791950758
5938.834183272211
5951.033183111191
